team,season,name,gameId,opposingTeam,home_or_away,situation,penaltiesFor,penaltiesAgainst,delta,total
N.J,2018,N.J,2018020600,VAN,HOME,all,3,3,0,6
BUF,2018,BUF,2018020601,NYI,HOME,all,2,2,0,4
NYI,2018,NYI,2018020601,BUF,AWAY,all,2,2,0,4
PHI,2018,PHI,2018020602,CAR,AWAY,all,2,2,0,4
CAR,2018,CAR,2018020602,PHI,HOME,all,2,2,0,4
PIT,2018,PIT,2018020603,MIN,AWAY,all,2,2,0,4
MIN,2018,MIN,2018020603,PIT,HOME,all,2,2,0,4
OTT,2018,OTT,2018020604,CBJ,AWAY,all,4,5,1,9
CBJ,2018,CBJ,2018020604,OTT,HOME,all,5,4,1,9
STL,2018,STL,2018020605,NYR,HOME,all,3,4,1,7
NYR,2018,NYR,2018020605,STL,AWAY,all,4,3,1,7
DET,2018,DET,2018020606,FLA,HOME,all,3,2,1,5
FLA,2018,FLA,2018020606,DET,AWAY,all,2,3,1,5
COL,2018,COL,2018020607,L.A,HOME,all,3,3,0,6
L.A,2018,L.A,2018020607,COL,AWAY,all,3,3,0,6
MTL,2018,MTL,2018020608,DAL,AWAY,all,2,2,0,4
DAL,2018,DAL,2018020608,MTL,HOME,all,2,2,0,4
S.J,2018,S.J,2018020609,CGY,AWAY,all,7,6,1,13
CGY,2018,CGY,2018020609,S.J,HOME,all,6,7,1,13
EDM,2018,EDM,2018020610,WPG,HOME,all,2,1,1,3
WPG,2018,WPG,2018020610,EDM,AWAY,all,1,2,1,3
ANA,2018,ANA,2018020611,T.B,HOME,all,4,2,2,6
T.B,2018,T.B,2018020611,ANA,AWAY,all,2,4,2,6
CHI,2018,CHI,2018020612,BOS,HOME,all,5,4,1,9
BOS,2018,BOS,2018020612,CHI,AWAY,all,4,5,1,9
NSH,2018,NSH,2018020613,PHI,HOME,all,2,2,0,4
PHI,2018,PHI,2018020613,NSH,AWAY,all,2,2,0,4
VGK,2018,VGK,2018020614,L.A,HOME,all,2,3,1,5
L.A,2018,L.A,2018020614,VGK,AWAY,all,3,2,1,5
VAN,2018,VAN,2018020615,OTT,AWAY,all,4,6,2,10
OTT,2018,OTT,2018020615,VAN,HOME,all,6,4,2,10
CGY,2018,CGY,2018020616,DET,AWAY,all,2,5,3,7
DET,2018,DET,2018020616,CGY,HOME,all,5,2,3,7
NYR,2018,NYR,2018020617,PIT,HOME,all,2,2,0,4
PIT,2018,PIT,2018020617,NYR,AWAY,all,2,2,0,4
N.J,2018,N.J,2018020618,DAL,AWAY,all,3,6,3,9
DAL,2018,DAL,2018020618,N.J,HOME,all,6,3,3,9
S.J,2018,S.J,2018020619,COL,AWAY,all,4,3,1,7
COL,2018,COL,2018020619,S.J,HOME,all,3,4,1,7
ARI,2018,ARI,2018020620,EDM,HOME,all,3,1,2,4
EDM,2018,EDM,2018020620,ARI,AWAY,all,1,3,2,4
TOR,2018,TOR,2018020621,MIN,HOME,all,2,4,2,6
MIN,2018,MIN,2018020621,TOR,AWAY,all,4,2,2,6
BOS,2018,BOS,2018020622,CGY,HOME,all,3,3,0,6
CGY,2018,CGY,2018020622,BOS,AWAY,all,3,3,0,6
FLA,2018,FLA,2018020623,BUF,AWAY,all,3,3,0,6
BUF,2018,BUF,2018020623,FLA,HOME,all,3,3,0,6
NYI,2018,NYI,2018020624,CHI,HOME,all,2,2,0,4
CHI,2018,CHI,2018020624,NYI,AWAY,all,2,2,0,4
PHI,2018,PHI,2018020625,CAR,HOME,all,5,6,1,11
CAR,2018,CAR,2018020625,PHI,AWAY,all,6,5,1,11
MTL,2018,MTL,2018020626,VAN,HOME,all,4,3,1,7
VAN,2018,VAN,2018020626,MTL,AWAY,all,3,4,1,7
STL,2018,STL,2018020627,WSH,HOME,all,6,6,0,12
WSH,2018,WSH,2018020627,STL,AWAY,all,6,6,0,12
T.B,2018,T.B,2018020628,L.A,AWAY,all,6,5,1,11
L.A,2018,L.A,2018020628,T.B,HOME,all,5,6,1,11
WPG,2018,WPG,2018020629,PIT,AWAY,all,2,1,1,3
PIT,2018,PIT,2018020629,WPG,HOME,all,1,2,1,3
DET,2018,DET,2018020630,NSH,HOME,all,5,4,1,9
NSH,2018,NSH,2018020630,DET,AWAY,all,4,5,1,9
CAR,2018,CAR,2018020631,CBJ,HOME,all,1,2,1,3
CBJ,2018,CBJ,2018020631,CAR,AWAY,all,2,1,1,3
WSH,2018,WSH,2018020632,DAL,AWAY,all,4,4,0,8
DAL,2018,DAL,2018020632,WSH,HOME,all,4,4,0,8
COL,2018,COL,2018020633,NYR,HOME,all,5,8,3,13
NYR,2018,NYR,2018020633,COL,AWAY,all,8,5,3,13
N.J,2018,N.J,2018020634,ARI,AWAY,all,5,3,2,8
ARI,2018,ARI,2018020634,N.J,HOME,all,3,5,2,8
ANA,2018,ANA,2018020635,VGK,HOME,all,2,3,1,5
VGK,2018,VGK,2018020635,ANA,AWAY,all,3,2,1,5
PHI,2018,PHI,2018020636,CGY,HOME,all,3,3,0,6
CGY,2018,CGY,2018020636,PHI,AWAY,all,3,3,0,6
OTT,2018,OTT,2018020637,MIN,HOME,all,3,1,2,4
MIN,2018,MIN,2018020637,OTT,AWAY,all,1,3,2,4
BOS,2018,BOS,2018020638,BUF,HOME,all,1,2,1,3
BUF,2018,BUF,2018020638,BOS,AWAY,all,2,1,1,3
VAN,2018,VAN,2018020639,TOR,AWAY,all,0,3,3,3
TOR,2018,TOR,2018020639,VAN,HOME,all,3,0,3,3
MTL,2018,MTL,2018020640,NSH,HOME,all,2,0,2,2
NSH,2018,NSH,2018020640,MTL,AWAY,all,0,2,2,2
CBJ,2018,CBJ,2018020641,FLA,AWAY,all,2,3,1,5
FLA,2018,FLA,2018020641,CBJ,HOME,all,3,2,1,5
STL,2018,STL,2018020642,NYI,HOME,all,2,5,3,7
NYI,2018,NYI,2018020642,STL,AWAY,all,5,2,3,7
EDM,2018,EDM,2018020643,L.A,AWAY,all,5,5,0,10
L.A,2018,L.A,2018020643,EDM,HOME,all,5,5,0,10
S.J,2018,S.J,2018020644,T.B,HOME,all,2,3,1,5
T.B,2018,T.B,2018020644,S.J,AWAY,all,3,2,1,5
ARI,2018,ARI,2018020645,NYR,HOME,all,2,4,2,6
NYR,2018,NYR,2018020645,ARI,AWAY,all,4,2,2,6
VGK,2018,VGK,2018020646,N.J,HOME,all,2,2,0,4
N.J,2018,N.J,2018020646,VGK,AWAY,all,2,2,0,4
OTT,2018,OTT,2018020647,CAR,HOME,all,2,4,2,6
CAR,2018,CAR,2018020647,OTT,AWAY,all,4,2,2,6
DET,2018,DET,2018020648,WSH,HOME,all,4,4,0,8
WSH,2018,WSH,2018020648,DET,AWAY,all,4,4,0,8
WPG,2018,WPG,2018020649,DAL,HOME,all,3,3,0,6
DAL,2018,DAL,2018020649,WPG,AWAY,all,3,3,0,6
CHI,2018,CHI,2018020650,PIT,AWAY,all,3,3,0,6
PIT,2018,PIT,2018020650,CHI,HOME,all,3,3,0,6
ANA,2018,ANA,2018020651,EDM,HOME,all,4,6,2,10
EDM,2018,EDM,2018020651,ANA,AWAY,all,6,4,2,10
NSH,2018,NSH,2018020652,TOR,AWAY,all,3,2,1,5
TOR,2018,TOR,2018020652,NSH,HOME,all,2,3,1,5
STL,2018,STL,2018020653,PHI,AWAY,all,1,2,1,3
PHI,2018,PHI,2018020653,STL,HOME,all,2,1,1,3
MTL,2018,MTL,2018020654,MIN,HOME,all,5,6,1,11
MIN,2018,MIN,2018020654,MTL,AWAY,all,6,5,1,11
CGY,2018,CGY,2018020655,CHI,AWAY,all,3,4,1,7
CHI,2018,CHI,2018020655,CGY,HOME,all,4,3,1,7
L.A,2018,L.A,2018020656,S.J,AWAY,all,2,0,2,2
S.J,2018,S.J,2018020656,L.A,HOME,all,0,2,2,2
MIN,2018,MIN,2018020657,BOS,AWAY,all,2,3,1,5
BOS,2018,BOS,2018020657,MIN,HOME,all,3,2,1,5
BUF,2018,BUF,2018020658,N.J,HOME,all,5,2,3,7
N.J,2018,N.J,2018020658,BUF,AWAY,all,2,5,3,7
NYI,2018,NYI,2018020659,CAR,HOME,all,2,3,1,5
CAR,2018,CAR,2018020659,NYI,AWAY,all,3,2,1,5
PIT,2018,PIT,2018020660,FLA,HOME,all,7,7,0,14
FLA,2018,FLA,2018020660,PIT,AWAY,all,7,7,0,14
PHI,2018,PHI,2018020661,WSH,AWAY,all,5,6,1,11
WSH,2018,WSH,2018020661,PHI,HOME,all,6,5,1,11
DET,2018,DET,2018020662,MTL,HOME,all,2,5,3,7
MTL,2018,MTL,2018020662,DET,AWAY,all,5,2,3,7
T.B,2018,T.B,2018020663,CBJ,HOME,all,1,1,0,2
CBJ,2018,CBJ,2018020663,T.B,AWAY,all,1,1,0,2
DAL,2018,DAL,2018020664,STL,AWAY,all,2,2,0,4
STL,2018,STL,2018020664,DAL,HOME,all,2,2,0,4
WPG,2018,WPG,2018020665,COL,HOME,all,5,4,1,9
COL,2018,COL,2018020665,WPG,AWAY,all,4,5,1,9
NYR,2018,NYR,2018020666,VGK,AWAY,all,4,3,1,7
VGK,2018,VGK,2018020666,NYR,HOME,all,3,4,1,7
EDM,2018,EDM,2018020667,S.J,AWAY,all,3,3,0,6
S.J,2018,S.J,2018020667,EDM,HOME,all,3,3,0,6
NSH,2018,NSH,2018020668,CHI,AWAY,all,2,3,1,5
CHI,2018,CHI,2018020668,NSH,HOME,all,3,2,1,5
CGY,2018,CGY,2018020669,COL,HOME,all,4,2,2,6
COL,2018,COL,2018020669,CGY,AWAY,all,2,4,2,6
OTT,2018,OTT,2018020670,ANA,AWAY,all,3,0,3,3
ANA,2018,ANA,2018020670,OTT,HOME,all,0,3,3,3
BOS,2018,BOS,2018020671,WSH,HOME,all,2,4,2,6
WSH,2018,WSH,2018020671,BOS,AWAY,all,4,2,2,6
TOR,2018,TOR,2018020672,N.J,AWAY,all,4,3,1,7
N.J,2018,N.J,2018020672,TOR,HOME,all,3,4,1,7
NYR,2018,NYR,2018020673,NYI,HOME,all,5,5,0,10
NYI,2018,NYI,2018020673,NYR,AWAY,all,5,5,0,10
PHI,2018,PHI,2018020674,DAL,HOME,all,3,3,0,6
DAL,2018,DAL,2018020674,PHI,AWAY,all,3,3,0,6
CBJ,2018,CBJ,2018020675,NSH,HOME,all,2,2,0,4
NSH,2018,NSH,2018020675,CBJ,AWAY,all,2,2,0,4
T.B,2018,T.B,2018020676,CAR,HOME,all,4,6,2,10
CAR,2018,CAR,2018020676,T.B,AWAY,all,6,4,2,10
STL,2018,STL,2018020677,MTL,HOME,all,7,6,1,13
MTL,2018,MTL,2018020677,STL,AWAY,all,6,7,1,13
MIN,2018,MIN,2018020678,WPG,HOME,all,4,2,2,6
WPG,2018,WPG,2018020678,MIN,AWAY,all,2,4,2,6
FLA,2018,FLA,2018020679,EDM,AWAY,all,2,2,0,4
EDM,2018,EDM,2018020679,FLA,HOME,all,2,2,0,4
ARI,2018,ARI,2018020680,VAN,AWAY,all,2,2,0,4
VAN,2018,VAN,2018020680,ARI,HOME,all,2,2,0,4
VGK,2018,VGK,2018020681,S.J,HOME,all,1,3,2,4
S.J,2018,S.J,2018020681,VGK,AWAY,all,3,1,2,4
OTT,2018,OTT,2018020682,L.A,AWAY,all,2,2,0,4
L.A,2018,L.A,2018020682,OTT,HOME,all,2,2,0,4
CAR,2018,CAR,2018020683,BUF,HOME,all,5,3,2,8
BUF,2018,BUF,2018020683,CAR,AWAY,all,3,5,2,8
WPG,2018,WPG,2018020684,DET,HOME,all,4,3,1,7
DET,2018,DET,2018020684,WPG,AWAY,all,3,4,1,7
FLA,2018,FLA,2018020685,CGY,AWAY,all,1,2,1,3
CGY,2018,CGY,2018020685,FLA,HOME,all,2,1,1,3
PIT,2018,PIT,2018020686,ANA,AWAY,all,2,3,1,5
ANA,2018,ANA,2018020686,PIT,HOME,all,3,2,1,5
PHI,2018,PHI,2018020687,N.J,AWAY,all,7,5,2,12
N.J,2018,N.J,2018020687,PHI,HOME,all,5,7,2,12
NYI,2018,NYI,2018020688,NYR,HOME,all,4,6,2,10
NYR,2018,NYR,2018020688,NYI,AWAY,all,6,4,2,10
T.B,2018,T.B,2018020689,BUF,AWAY,all,5,3,2,8
BUF,2018,BUF,2018020689,T.B,HOME,all,3,5,2,8
TOR,2018,TOR,2018020690,BOS,HOME,all,2,2,0,4
BOS,2018,BOS,2018020690,TOR,AWAY,all,2,2,0,4
MTL,2018,MTL,2018020691,COL,HOME,all,5,4,1,9
COL,2018,COL,2018020691,MTL,AWAY,all,4,5,1,9
CBJ,2018,CBJ,2018020692,WSH,AWAY,all,2,3,1,5
WSH,2018,WSH,2018020692,CBJ,HOME,all,3,2,1,5
DET,2018,DET,2018020693,MIN,AWAY,all,2,4,2,6
MIN,2018,MIN,2018020693,DET,HOME,all,4,2,2,6
CHI,2018,CHI,2018020694,VGK,HOME,all,2,3,1,5
VGK,2018,VGK,2018020694,CHI,AWAY,all,3,2,1,5
DAL,2018,DAL,2018020695,STL,HOME,all,2,1,1,3
STL,2018,STL,2018020695,DAL,AWAY,all,1,2,1,3
EDM,2018,EDM,2018020696,ARI,HOME,all,1,2,1,3
ARI,2018,ARI,2018020696,EDM,AWAY,all,2,1,1,3
S.J,2018,S.J,2018020697,OTT,HOME,all,3,1,2,4
OTT,2018,OTT,2018020697,S.J,AWAY,all,1,3,2,4
PIT,2018,PIT,2018020698,L.A,AWAY,all,3,5,2,8
L.A,2018,L.A,2018020698,PIT,HOME,all,5,3,2,8
CAR,2018,CAR,2018020699,NSH,HOME,all,5,5,0,10
NSH,2018,NSH,2018020699,CAR,AWAY,all,5,5,0,10
NYR,2018,NYR,2018020700,CBJ,AWAY,all,5,3,2,8
CBJ,2018,CBJ,2018020700,NYR,HOME,all,3,5,2,8
ANA,2018,ANA,2018020701,WPG,AWAY,all,4,3,1,7
WPG,2018,WPG,2018020701,ANA,HOME,all,3,4,1,7
NYI,2018,NYI,2018020702,T.B,HOME,all,3,1,2,4
T.B,2018,T.B,2018020702,NYI,AWAY,all,1,3,2,4
VAN,2018,VAN,2018020703,FLA,HOME,all,3,2,1,5
FLA,2018,FLA,2018020703,VAN,AWAY,all,2,3,1,5
ARI,2018,ARI,2018020704,CGY,AWAY,all,1,3,2,4
CGY,2018,CGY,2018020704,ARI,HOME,all,3,1,2,4
BOS,2018,BOS,2018020705,MTL,HOME,all,3,6,3,9
MTL,2018,MTL,2018020705,BOS,AWAY,all,6,3,3,9
TOR,2018,TOR,2018020706,COL,HOME,all,3,3,0,6
COL,2018,COL,2018020706,TOR,AWAY,all,3,3,0,6
N.J,2018,N.J,2018020707,CHI,HOME,all,7,3,4,10
CHI,2018,CHI,2018020707,N.J,AWAY,all,3,7,4,10
MIN,2018,MIN,2018020708,PHI,AWAY,all,5,4,1,9
PHI,2018,PHI,2018020708,MIN,HOME,all,4,5,1,9
STL,2018,STL,2018020709,WSH,AWAY,all,4,3,1,7
WSH,2018,WSH,2018020709,STL,HOME,all,3,4,1,7
BUF,2018,BUF,2018020710,EDM,AWAY,all,1,4,3,5
EDM,2018,EDM,2018020710,BUF,HOME,all,4,1,3,5
NYI,2018,NYI,2018020711,STL,HOME,all,3,3,0,6
STL,2018,STL,2018020711,NYI,AWAY,all,3,3,0,6
CAR,2018,CAR,2018020712,NYR,AWAY,all,4,4,0,8
NYR,2018,NYR,2018020712,CAR,HOME,all,4,4,0,8
N.J,2018,N.J,2018020713,CBJ,AWAY,all,3,2,1,5
CBJ,2018,CBJ,2018020713,N.J,HOME,all,2,3,1,5
FLA,2018,FLA,2018020714,MTL,AWAY,all,4,4,0,8
MTL,2018,MTL,2018020714,FLA,HOME,all,4,4,0,8
ANA,2018,ANA,2018020715,DET,AWAY,all,0,2,2,2
DET,2018,DET,2018020715,ANA,HOME,all,2,0,2,2
NSH,2018,NSH,2018020716,WSH,HOME,all,3,6,3,9
WSH,2018,WSH,2018020716,NSH,AWAY,all,6,3,3,9
MIN,2018,MIN,2018020717,L.A,HOME,all,1,2,1,3
L.A,2018,L.A,2018020717,MIN,AWAY,all,2,1,1,3
WPG,2018,WPG,2018020718,VGK,HOME,all,6,2,4,8
VGK,2018,VGK,2018020718,WPG,AWAY,all,2,6,4,8
T.B,2018,T.B,2018020719,DAL,AWAY,all,7,3,4,10
DAL,2018,DAL,2018020719,T.B,HOME,all,3,7,4,10
S.J,2018,S.J,2018020720,PIT,HOME,all,2,2,0,4
PIT,2018,PIT,2018020720,S.J,AWAY,all,2,2,0,4
COL,2018,COL,2018020721,OTT,AWAY,all,3,3,0,6
OTT,2018,OTT,2018020721,COL,HOME,all,3,3,0,6
BOS,2018,BOS,2018020722,PHI,AWAY,all,3,3,0,6
PHI,2018,PHI,2018020722,BOS,HOME,all,3,3,0,6
CGY,2018,CGY,2018020723,BUF,HOME,all,3,3,0,6
BUF,2018,BUF,2018020723,CGY,AWAY,all,3,3,0,6
VAN,2018,VAN,2018020724,EDM,HOME,all,4,5,1,9
EDM,2018,EDM,2018020724,VAN,AWAY,all,5,4,1,9
ARI,2018,ARI,2018020725,S.J,HOME,all,3,3,0,6
S.J,2018,S.J,2018020725,ARI,AWAY,all,3,3,0,6
BOS,2018,BOS,2018020726,STL,HOME,all,4,2,2,6
STL,2018,STL,2018020726,BOS,AWAY,all,2,4,2,6
NYI,2018,NYI,2018020727,N.J,HOME,all,2,3,1,5
N.J,2018,N.J,2018020727,NYI,AWAY,all,3,2,1,5
NYR,2018,NYR,2018020728,CHI,HOME,all,3,1,2,4
CHI,2018,CHI,2018020728,NYR,AWAY,all,1,3,2,4
T.B,2018,T.B,2018020729,TOR,HOME,all,2,4,2,6
TOR,2018,TOR,2018020729,T.B,AWAY,all,4,2,2,6
NSH,2018,NSH,2018020730,WPG,HOME,all,3,4,1,7
WPG,2018,WPG,2018020730,NSH,AWAY,all,4,3,1,7
ANA,2018,ANA,2018020731,MIN,AWAY,all,3,4,1,7
MIN,2018,MIN,2018020731,ANA,HOME,all,4,3,1,7
L.A,2018,L.A,2018020732,DAL,AWAY,all,2,1,1,3
DAL,2018,DAL,2018020732,L.A,HOME,all,1,2,1,3
TOR,2018,TOR,2018020733,FLA,AWAY,all,3,1,2,4
FLA,2018,FLA,2018020733,TOR,HOME,all,1,3,2,4
CBJ,2018,CBJ,2018020734,MTL,HOME,all,3,2,1,5
MTL,2018,MTL,2018020734,CBJ,AWAY,all,2,3,1,5
WSH,2018,WSH,2018020735,NYI,HOME,all,2,2,0,4
NYI,2018,NYI,2018020735,WSH,AWAY,all,2,2,0,4
CAR,2018,CAR,2018020736,OTT,HOME,all,2,3,1,5
OTT,2018,OTT,2018020736,CAR,AWAY,all,3,2,1,5
CGY,2018,CGY,2018020737,DET,HOME,all,5,3,2,8
DET,2018,DET,2018020737,CGY,AWAY,all,3,5,2,8
ARI,2018,ARI,2018020738,PIT,HOME,all,4,4,0,8
PIT,2018,PIT,2018020738,ARI,AWAY,all,4,4,0,8
VAN,2018,VAN,2018020739,BUF,HOME,all,3,2,1,5
BUF,2018,BUF,2018020739,VAN,AWAY,all,2,3,1,5
N.J,2018,N.J,2018020740,ANA,HOME,all,2,5,3,7
ANA,2018,ANA,2018020740,N.J,AWAY,all,5,2,3,7
L.A,2018,L.A,2018020741,COL,AWAY,all,7,5,2,12
COL,2018,COL,2018020741,L.A,HOME,all,5,7,2,12
BOS,2018,BOS,2018020742,NYR,HOME,all,4,5,1,9
NYR,2018,NYR,2018020742,BOS,AWAY,all,5,4,1,9
PHI,2018,PHI,2018020743,MTL,AWAY,all,1,2,1,3
MTL,2018,MTL,2018020743,PHI,HOME,all,2,1,1,3
T.B,2018,T.B,2018020744,S.J,HOME,all,3,4,1,7
S.J,2018,S.J,2018020744,T.B,AWAY,all,4,3,1,7
OTT,2018,OTT,2018020745,STL,AWAY,all,1,1,0,2
STL,2018,STL,2018020745,OTT,HOME,all,1,1,0,2
DAL,2018,DAL,2018020746,WPG,HOME,all,7,8,1,15
WPG,2018,WPG,2018020746,DAL,AWAY,all,8,7,1,15
NSH,2018,NSH,2018020747,FLA,HOME,all,2,4,2,6
FLA,2018,FLA,2018020747,NSH,AWAY,all,4,2,2,6
CBJ,2018,CBJ,2018020748,MIN,AWAY,all,4,3,1,7
MIN,2018,MIN,2018020748,CBJ,HOME,all,3,4,1,7
EDM,2018,EDM,2018020749,CGY,HOME,all,9,8,1,17
CGY,2018,CGY,2018020749,EDM,AWAY,all,8,9,1,17
VGK,2018,VGK,2018020750,PIT,HOME,all,2,2,0,4
PIT,2018,PIT,2018020750,VGK,AWAY,all,2,2,0,4
CHI,2018,CHI,2018020751,WSH,HOME,all,5,5,0,10
WSH,2018,WSH,2018020751,CHI,AWAY,all,5,5,0,10
ANA,2018,ANA,2018020752,NYI,AWAY,all,2,1,1,3
NYI,2018,NYI,2018020752,ANA,HOME,all,1,2,1,3
VAN,2018,VAN,2018020753,DET,HOME,all,3,2,1,5
DET,2018,DET,2018020753,VAN,AWAY,all,2,3,1,5
ARI,2018,ARI,2018020754,TOR,AWAY,all,1,3,2,4
TOR,2018,TOR,2018020754,ARI,HOME,all,3,1,2,4
CAR,2018,CAR,2018020755,EDM,AWAY,all,5,2,3,7
EDM,2018,EDM,2018020755,CAR,HOME,all,2,5,3,7
COL,2018,COL,2018020756,NSH,HOME,all,6,8,2,14
NSH,2018,NSH,2018020756,COL,AWAY,all,8,6,2,14
VGK,2018,VGK,2018020757,MIN,HOME,all,2,5,3,7
MIN,2018,MIN,2018020757,VGK,AWAY,all,5,2,3,7
S.J,2018,S.J,2018020758,FLA,AWAY,all,5,4,1,9
FLA,2018,FLA,2018020758,S.J,HOME,all,4,5,1,9
L.A,2018,L.A,2018020759,STL,HOME,all,2,4,2,6
STL,2018,STL,2018020759,L.A,AWAY,all,4,2,2,6
WSH,2018,WSH,2018020760,S.J,HOME,all,5,3,2,8
S.J,2018,S.J,2018020760,WSH,AWAY,all,3,5,2,8
ARI,2018,ARI,2018020761,OTT,AWAY,all,2,1,1,3
OTT,2018,OTT,2018020761,ARI,HOME,all,1,2,1,3
NYI,2018,NYI,2018020762,CHI,AWAY,all,3,2,1,5
CHI,2018,CHI,2018020762,NYI,HOME,all,2,3,1,5
CAR,2018,CAR,2018020763,CGY,AWAY,all,4,2,2,6
CGY,2018,CGY,2018020763,CAR,HOME,all,2,4,2,6
DET,2018,DET,2018020764,EDM,AWAY,all,3,2,1,5
EDM,2018,EDM,2018020764,DET,HOME,all,2,3,1,5
WSH,2018,WSH,2018020765,TOR,AWAY,all,1,1,0,2
TOR,2018,TOR,2018020765,WSH,HOME,all,1,1,0,2
MTL,2018,MTL,2018020766,ARI,HOME,all,3,2,1,5
ARI,2018,ARI,2018020766,MTL,AWAY,all,2,3,1,5
MIN,2018,MIN,2018020767,COL,AWAY,all,2,4,2,6
COL,2018,COL,2018020767,MIN,HOME,all,4,2,2,6
NSH,2018,NSH,2018020768,VGK,AWAY,all,6,4,2,10
VGK,2018,VGK,2018020768,NSH,HOME,all,4,6,2,10
STL,2018,STL,2018020769,ANA,AWAY,all,1,0,1,1
ANA,2018,ANA,2018020769,STL,HOME,all,0,1,1,1
CAR,2018,CAR,2018020770,VAN,AWAY,all,3,7,4,10
VAN,2018,VAN,2018020770,CAR,HOME,all,7,3,4,10
WPG,2018,WPG,2018020771,PHI,AWAY,all,2,3,1,5
PHI,2018,PHI,2018020771,WPG,HOME,all,3,2,1,5
PIT,2018,PIT,2018020772,N.J,HOME,all,3,4,1,7
N.J,2018,N.J,2018020772,PIT,AWAY,all,4,3,1,7
WPG,2018,WPG,2018020773,BOS,AWAY,all,5,4,1,9
BOS,2018,BOS,2018020773,WPG,HOME,all,4,5,1,9
NYR,2018,NYR,2018020774,PHI,HOME,all,2,2,0,4
PHI,2018,PHI,2018020774,NYR,AWAY,all,2,2,0,4
BUF,2018,BUF,2018020775,CBJ,AWAY,all,2,2,0,4
CBJ,2018,CBJ,2018020775,BUF,HOME,all,2,2,0,4
T.B,2018,T.B,2018020776,PIT,AWAY,all,6,5,1,11
PIT,2018,PIT,2018020776,T.B,HOME,all,5,6,1,11
BUF,2018,BUF,2018020777,DAL,AWAY,all,1,1,0,2
DAL,2018,DAL,2018020777,BUF,HOME,all,1,1,0,2
PHI,2018,PHI,2018020778,BOS,AWAY,all,1,3,2,4
BOS,2018,BOS,2018020778,PHI,HOME,all,3,1,2,4
N.J,2018,N.J,2018020779,NYR,HOME,all,4,3,1,7
NYR,2018,NYR,2018020779,N.J,AWAY,all,3,4,1,7
CBJ,2018,CBJ,2018020780,WPG,AWAY,all,4,3,1,7
WPG,2018,WPG,2018020780,CBJ,HOME,all,3,4,1,7
BUF,2018,BUF,2018020781,CHI,HOME,all,3,4,1,7
CHI,2018,CHI,2018020781,BUF,AWAY,all,4,3,1,7
NSH,2018,NSH,2018020782,FLA,AWAY,all,4,2,2,6
FLA,2018,FLA,2018020782,NSH,HOME,all,2,4,2,6
T.B,2018,T.B,2018020783,NYI,AWAY,all,4,1,3,5
NYI,2018,NYI,2018020783,T.B,HOME,all,1,4,3,5
OTT,2018,OTT,2018020784,PIT,AWAY,all,3,3,0,6
PIT,2018,PIT,2018020784,OTT,HOME,all,3,3,0,6
CGY,2018,CGY,2018020785,WSH,AWAY,all,4,2,2,6
WSH,2018,WSH,2018020785,CGY,HOME,all,2,4,2,6
DET,2018,DET,2018020786,TOR,HOME,all,5,4,1,9
TOR,2018,TOR,2018020786,DET,AWAY,all,4,5,1,9
CAR,2018,CAR,2018020787,VGK,HOME,all,2,3,1,5
VGK,2018,VGK,2018020787,CAR,AWAY,all,3,2,1,5
DAL,2018,DAL,2018020788,MIN,HOME,all,1,1,0,2
MIN,2018,MIN,2018020788,DAL,AWAY,all,1,1,0,2
PHI,2018,PHI,2018020789,EDM,HOME,all,4,6,2,10
EDM,2018,EDM,2018020789,PHI,AWAY,all,6,4,2,10
MTL,2018,MTL,2018020790,N.J,HOME,all,3,3,0,6
N.J,2018,N.J,2018020790,MTL,AWAY,all,3,3,0,6
PIT,2018,PIT,2018020791,TOR,AWAY,all,2,1,1,3
TOR,2018,TOR,2018020791,PIT,HOME,all,1,2,1,3
DET,2018,DET,2018020792,OTT,AWAY,all,2,2,0,4
OTT,2018,OTT,2018020792,DET,HOME,all,2,2,0,4
VGK,2018,VGK,2018020793,FLA,AWAY,all,2,1,1,3
FLA,2018,FLA,2018020793,VGK,HOME,all,1,2,1,3
NYI,2018,NYI,2018020794,L.A,HOME,all,3,1,2,4
L.A,2018,L.A,2018020794,NYI,AWAY,all,1,3,2,4
T.B,2018,T.B,2018020795,NYR,AWAY,all,3,1,2,4
NYR,2018,NYR,2018020795,T.B,HOME,all,1,3,2,4
STL,2018,STL,2018020796,CBJ,AWAY,all,1,2,1,3
CBJ,2018,CBJ,2018020796,STL,HOME,all,2,1,1,3
WPG,2018,WPG,2018020797,ANA,HOME,all,1,4,3,5
ANA,2018,ANA,2018020797,WPG,AWAY,all,4,1,3,5
DAL,2018,DAL,2018020798,NSH,AWAY,all,5,3,2,8
NSH,2018,NSH,2018020798,DAL,HOME,all,3,5,2,8
CHI,2018,CHI,2018020799,MIN,AWAY,all,5,6,1,11
MIN,2018,MIN,2018020799,CHI,HOME,all,6,5,1,11
COL,2018,COL,2018020800,VAN,HOME,all,2,3,1,5
VAN,2018,VAN,2018020800,COL,AWAY,all,3,2,1,5
ARI,2018,ARI,2018020801,S.J,AWAY,all,2,4,2,6
S.J,2018,S.J,2018020801,ARI,HOME,all,4,2,2,6
BOS,2018,BOS,2018020802,WSH,AWAY,all,3,3,0,6
WSH,2018,WSH,2018020802,BOS,HOME,all,3,3,0,6
EDM,2018,EDM,2018020803,MTL,AWAY,all,5,5,0,10
