team,season,name,gameId,opposingTeam,home_or_away,situation,penaltiesFor,penaltiesAgainst,delta,total
PIT,2009,PIT,2009020520,BUF,AWAY,all,8,5,3,13
BUF,2009,BUF,2009020520,PIT,HOME,all,5,8,3,13
BOS,2009,BOS,2009020521,TOR,AWAY,all,5,3,2,8
TOR,2009,TOR,2009020521,BOS,HOME,all,3,5,2,8
MIN,2009,MIN,2009020522,OTT,AWAY,all,3,6,3,9
OTT,2009,OTT,2009020522,MIN,HOME,all,6,3,3,9
MTL,2009,MTL,2009020523,NYI,AWAY,all,6,6,0,12
NYI,2009,NYI,2009020523,MTL,HOME,all,6,6,0,12
FLA,2009,FLA,2009020524,CAR,AWAY,all,3,6,3,9
CAR,2009,CAR,2009020524,FLA,HOME,all,6,3,3,9
N.J,2009,N.J,2009020525,ATL,AWAY,all,2,2,0,4
ATL,2009,ATL,2009020525,N.J,HOME,all,2,2,0,4
NSH,2009,NSH,2009020526,CGY,AWAY,all,4,5,1,9
CGY,2009,CGY,2009020526,NSH,HOME,all,5,4,1,9
COL,2009,COL,2009020527,CBJ,HOME,all,3,5,2,8
CBJ,2009,CBJ,2009020527,COL,AWAY,all,5,3,2,8
WSH,2009,WSH,2009020528,EDM,AWAY,all,3,5,2,8
EDM,2009,EDM,2009020528,WSH,HOME,all,5,3,2,8
DET,2009,DET,2009020529,CHI,AWAY,all,4,3,1,7
CHI,2009,CHI,2009020529,DET,HOME,all,3,4,1,7
STL,2009,STL,2009020530,VAN,AWAY,all,5,4,1,9
VAN,2009,VAN,2009020530,STL,HOME,all,4,5,1,9
BUF,2009,BUF,2009020531,TOR,AWAY,all,0,1,1,1
TOR,2009,TOR,2009020531,BUF,HOME,all,1,0,1,1
NYI,2009,NYI,2009020532,T.B,HOME,all,4,6,2,10
T.B,2009,T.B,2009020532,NYI,AWAY,all,6,4,2,10
FLA,2009,FLA,2009020533,PHI,AWAY,all,12,12,0,24
PHI,2009,PHI,2009020533,FLA,HOME,all,12,12,0,24
CAR,2009,CAR,2009020534,NYR,HOME,all,1,3,2,4
NYR,2009,NYR,2009020534,CAR,AWAY,all,3,1,2,4
MTL,2009,MTL,2009020535,ATL,AWAY,all,6,3,3,9
ATL,2009,ATL,2009020535,MTL,HOME,all,3,6,3,9
BOS,2009,BOS,2009020536,OTT,AWAY,all,2,5,3,7
OTT,2009,OTT,2009020536,BOS,HOME,all,5,2,3,7
N.J,2009,N.J,2009020537,PIT,AWAY,all,5,4,1,9
PIT,2009,PIT,2009020537,N.J,HOME,all,4,5,1,9
COL,2009,COL,2009020538,MIN,AWAY,all,6,7,1,13
MIN,2009,MIN,2009020538,COL,HOME,all,7,6,1,13
DAL,2009,DAL,2009020539,S.J,HOME,all,1,6,5,7
S.J,2009,S.J,2009020539,DAL,AWAY,all,6,1,5,7
STL,2009,STL,2009020540,EDM,AWAY,all,6,8,2,14
EDM,2009,EDM,2009020540,STL,HOME,all,8,6,2,14
CBJ,2009,CBJ,2009020541,ARI,AWAY,all,10,5,5,15
ARI,2009,ARI,2009020541,CBJ,HOME,all,5,10,5,15
S.J,2009,S.J,2009020542,CHI,AWAY,all,9,6,3,15
CHI,2009,CHI,2009020542,S.J,HOME,all,6,9,3,15
COL,2009,COL,2009020543,ANA,HOME,all,4,4,0,8
ANA,2009,ANA,2009020543,COL,AWAY,all,4,4,0,8
VAN,2009,VAN,2009020544,NSH,HOME,all,3,4,1,7
NSH,2009,NSH,2009020544,VAN,AWAY,all,4,3,1,7
BOS,2009,BOS,2009020545,ATL,HOME,all,4,5,1,9
ATL,2009,ATL,2009020545,BOS,AWAY,all,5,4,1,9
TOR,2009,TOR,2009020546,NYI,AWAY,all,4,2,2,6
NYI,2009,NYI,2009020546,TOR,HOME,all,2,4,2,6
NYR,2009,NYR,2009020547,FLA,HOME,all,6,6,0,12
FLA,2009,FLA,2009020547,NYR,AWAY,all,6,6,0,12
PIT,2009,PIT,2009020548,OTT,HOME,all,8,11,3,19
OTT,2009,OTT,2009020548,PIT,AWAY,all,11,8,3,19
BUF,2009,BUF,2009020549,WSH,AWAY,all,3,3,0,6
WSH,2009,WSH,2009020549,BUF,HOME,all,3,3,0,6
CAR,2009,CAR,2009020550,MTL,HOME,all,4,5,1,9
MTL,2009,MTL,2009020550,CAR,AWAY,all,5,4,1,9
MIN,2009,MIN,2009020551,EDM,HOME,all,7,9,2,16
EDM,2009,EDM,2009020551,MIN,AWAY,all,9,7,2,16
PHI,2009,PHI,2009020552,T.B,AWAY,all,5,5,0,10
T.B,2009,T.B,2009020552,PHI,HOME,all,5,5,0,10
CHI,2009,CHI,2009020553,DET,AWAY,all,7,4,3,11
DET,2009,DET,2009020553,CHI,HOME,all,4,7,3,11
DAL,2009,DAL,2009020554,CBJ,HOME,all,7,7,0,14
CBJ,2009,CBJ,2009020554,DAL,AWAY,all,7,7,0,14
ARI,2009,ARI,2009020555,ANA,HOME,all,4,2,2,6
ANA,2009,ANA,2009020555,ARI,AWAY,all,2,4,2,6
STL,2009,STL,2009020556,CGY,AWAY,all,2,2,0,4
CGY,2009,CGY,2009020556,STL,HOME,all,2,2,0,4
BUF,2009,BUF,2009020557,OTT,HOME,all,4,4,0,8
OTT,2009,OTT,2009020557,BUF,AWAY,all,4,4,0,8
MTL,2009,MTL,2009020558,TOR,AWAY,all,4,2,2,6
TOR,2009,TOR,2009020558,MTL,HOME,all,2,4,2,6
NYR,2009,NYR,2009020559,NYI,HOME,all,4,4,0,8
NYI,2009,NYI,2009020559,NYR,AWAY,all,4,4,0,8
N.J,2009,N.J,2009020560,WSH,AWAY,all,2,4,2,6
WSH,2009,WSH,2009020560,N.J,HOME,all,4,2,2,6
CAR,2009,CAR,2009020561,PHI,HOME,all,3,4,1,7
PHI,2009,PHI,2009020561,CAR,AWAY,all,4,3,1,7
DET,2009,DET,2009020562,CBJ,HOME,all,5,6,1,11
CBJ,2009,CBJ,2009020562,DET,AWAY,all,6,5,1,11
T.B,2009,T.B,2009020563,ATL,HOME,all,7,5,2,12
ATL,2009,ATL,2009020563,T.B,AWAY,all,5,7,2,12
NSH,2009,NSH,2009020564,CHI,HOME,all,4,4,0,8
CHI,2009,CHI,2009020564,NSH,AWAY,all,4,4,0,8
MIN,2009,MIN,2009020565,STL,HOME,all,5,5,0,10
STL,2009,STL,2009020565,MIN,AWAY,all,5,5,0,10
L.A,2009,L.A,2009020566,ARI,AWAY,all,4,6,2,10
ARI,2009,ARI,2009020566,L.A,HOME,all,6,4,2,10
DAL,2009,DAL,2009020567,COL,AWAY,all,3,1,2,4
COL,2009,COL,2009020567,DAL,HOME,all,1,3,2,4
VAN,2009,VAN,2009020568,EDM,HOME,all,4,7,3,11
EDM,2009,EDM,2009020568,VAN,AWAY,all,7,4,3,11
ANA,2009,ANA,2009020569,S.J,AWAY,all,6,8,2,14
S.J,2009,S.J,2009020569,ANA,HOME,all,8,6,2,14
PHI,2009,PHI,2009020570,NYI,AWAY,all,5,5,0,10
NYI,2009,NYI,2009020570,PHI,HOME,all,5,5,0,10
BOS,2009,BOS,2009020571,FLA,AWAY,all,3,2,1,5
FLA,2009,FLA,2009020571,BOS,HOME,all,2,3,1,5
STL,2009,STL,2009020572,BUF,HOME,all,6,7,1,13
BUF,2009,BUF,2009020572,STL,AWAY,all,7,6,1,13
TOR,2009,TOR,2009020573,PIT,AWAY,all,2,4,2,6
PIT,2009,PIT,2009020573,TOR,HOME,all,4,2,2,6
NSH,2009,NSH,2009020574,CHI,AWAY,all,5,2,3,7
CHI,2009,CHI,2009020574,NSH,HOME,all,2,5,3,7
VAN,2009,VAN,2009020575,CGY,AWAY,all,9,11,2,20
CGY,2009,CGY,2009020575,VAN,HOME,all,11,9,2,20
ATL,2009,ATL,2009020576,N.J,AWAY,all,4,4,0,8
N.J,2009,N.J,2009020576,ATL,HOME,all,4,4,0,8
WSH,2009,WSH,2009020577,CAR,HOME,all,5,5,0,10
CAR,2009,CAR,2009020577,WSH,AWAY,all,5,5,0,10
CBJ,2009,CBJ,2009020578,DET,HOME,all,7,6,1,13
DET,2009,DET,2009020578,CBJ,AWAY,all,6,7,1,13
MTL,2009,MTL,2009020579,OTT,AWAY,all,5,0,5,5
OTT,2009,OTT,2009020579,MTL,HOME,all,0,5,5,5
BOS,2009,BOS,2009020580,T.B,AWAY,all,8,5,3,13
T.B,2009,T.B,2009020580,BOS,HOME,all,5,8,3,13
CGY,2009,CGY,2009020581,EDM,AWAY,all,9,9,0,18
EDM,2009,EDM,2009020581,CGY,HOME,all,9,9,0,18
MIN,2009,MIN,2009020582,L.A,AWAY,all,1,2,1,3
L.A,2009,L.A,2009020582,MIN,HOME,all,2,1,1,3
S.J,2009,S.J,2009020583,ARI,HOME,all,4,4,0,8
ARI,2009,ARI,2009020583,S.J,AWAY,all,4,4,0,8
PIT,2009,PIT,2009020584,BUF,AWAY,all,5,3,2,8
BUF,2009,BUF,2009020584,PIT,HOME,all,3,5,2,8
CBJ,2009,CBJ,2009020585,NYI,AWAY,all,4,3,1,7
NYI,2009,NYI,2009020585,CBJ,HOME,all,3,4,1,7
NSH,2009,NSH,2009020586,STL,AWAY,all,4,7,3,11
STL,2009,STL,2009020586,NSH,HOME,all,7,4,3,11
DAL,2009,DAL,2009020587,CHI,HOME,all,4,5,1,9
CHI,2009,CHI,2009020587,DAL,AWAY,all,5,4,1,9
VAN,2009,VAN,2009020588,ARI,AWAY,all,4,4,0,8
ARI,2009,ARI,2009020588,VAN,HOME,all,4,4,0,8
MIN,2009,MIN,2009020589,ANA,AWAY,all,5,6,1,11
ANA,2009,ANA,2009020589,MIN,HOME,all,6,5,1,11
BOS,2009,BOS,2009020590,ATL,HOME,all,4,5,1,9
ATL,2009,ATL,2009020590,BOS,AWAY,all,5,4,1,9
N.J,2009,N.J,2009020591,PIT,HOME,all,2,5,3,7
PIT,2009,PIT,2009020591,N.J,AWAY,all,5,2,3,7
PHI,2009,PHI,2009020592,NYR,AWAY,all,4,3,1,7
NYR,2009,NYR,2009020592,PHI,HOME,all,3,4,1,7
T.B,2009,T.B,2009020593,MTL,HOME,all,4,3,1,7
MTL,2009,MTL,2009020593,T.B,AWAY,all,3,4,1,7
COL,2009,COL,2009020594,OTT,AWAY,all,2,3,1,5
OTT,2009,OTT,2009020594,COL,HOME,all,3,2,1,5
L.A,2009,L.A,2009020595,CGY,AWAY,all,10,8,2,18
CGY,2009,CGY,2009020595,L.A,HOME,all,8,10,2,18
TOR,2009,TOR,2009020596,EDM,AWAY,all,4,4,0,8
EDM,2009,EDM,2009020596,TOR,HOME,all,4,4,0,8
WSH,2009,WSH,2009020597,S.J,AWAY,all,4,5,1,9
S.J,2009,S.J,2009020597,WSH,HOME,all,5,4,1,9
FLA,2009,FLA,2009020598,MTL,HOME,all,5,4,1,9
MTL,2009,MTL,2009020598,FLA,AWAY,all,4,5,1,9
NYI,2009,NYI,2009020599,OTT,AWAY,all,5,6,1,11
OTT,2009,OTT,2009020599,NYI,HOME,all,6,5,1,11
COL,2009,COL,2009020600,DET,AWAY,all,4,7,3,11
DET,2009,DET,2009020600,COL,HOME,all,7,4,3,11
NSH,2009,NSH,2009020601,CBJ,AWAY,all,1,2,1,3
CBJ,2009,CBJ,2009020601,NSH,HOME,all,2,1,1,3
S.J,2009,S.J,2009020602,ARI,AWAY,all,6,4,2,10
ARI,2009,ARI,2009020602,S.J,HOME,all,4,6,2,10
NYR,2009,NYR,2009020603,CAR,AWAY,all,5,6,1,11
CAR,2009,CAR,2009020603,NYR,HOME,all,6,5,1,11
VAN,2009,VAN,2009020604,STL,AWAY,all,9,13,4,22
STL,2009,STL,2009020604,VAN,HOME,all,13,9,4,22
MIN,2009,MIN,2009020605,L.A,HOME,all,6,7,1,13
L.A,2009,L.A,2009020605,MIN,AWAY,all,7,6,1,13
DAL,2009,DAL,2009020606,ANA,HOME,all,5,7,2,12
ANA,2009,ANA,2009020606,DAL,AWAY,all,7,5,2,12
CHI,2009,CHI,2009020607,N.J,HOME,all,3,3,0,6
N.J,2009,N.J,2009020607,CHI,AWAY,all,3,3,0,6
EDM,2009,EDM,2009020608,CGY,AWAY,all,2,3,1,5
CGY,2009,CGY,2009020608,EDM,HOME,all,3,2,1,5
BOS,2009,BOS,2009020609,PHI,HOME,all,4,5,1,9
PHI,2009,PHI,2009020609,BOS,AWAY,all,5,4,1,9
BUF,2009,BUF,2009020610,ATL,HOME,all,7,2,5,9
ATL,2009,ATL,2009020610,BUF,AWAY,all,2,7,5,9
NYR,2009,NYR,2009020611,CAR,HOME,all,4,3,1,7
CAR,2009,CAR,2009020611,NYR,AWAY,all,3,4,1,7
DAL,2009,DAL,2009020612,VAN,HOME,all,3,3,0,6
VAN,2009,VAN,2009020612,DAL,AWAY,all,3,3,0,6
PIT,2009,PIT,2009020613,T.B,AWAY,all,5,5,0,10
T.B,2009,T.B,2009020613,PIT,HOME,all,5,5,0,10
L.A,2009,L.A,2009020614,WSH,HOME,all,5,5,0,10
WSH,2009,WSH,2009020614,L.A,AWAY,all,5,5,0,10
NYI,2009,NYI,2009020615,ATL,HOME,all,6,5,1,11
ATL,2009,ATL,2009020615,NYI,AWAY,all,5,6,1,11
CBJ,2009,CBJ,2009020616,COL,HOME,all,7,5,2,12
COL,2009,COL,2009020616,CBJ,AWAY,all,5,7,2,12
CGY,2009,CGY,2009020617,TOR,HOME,all,5,3,2,8
TOR,2009,TOR,2009020617,CGY,AWAY,all,3,5,2,8
STL,2009,STL,2009020618,CHI,HOME,all,11,11,0,22
CHI,2009,CHI,2009020618,STL,AWAY,all,11,11,0,22
NSH,2009,NSH,2009020619,ANA,HOME,all,2,2,0,4
ANA,2009,ANA,2009020619,NSH,AWAY,all,2,2,0,4
N.J,2009,N.J,2009020620,MIN,AWAY,all,2,3,1,5
MIN,2009,MIN,2009020620,N.J,HOME,all,3,2,1,5
DET,2009,DET,2009020621,ARI,AWAY,all,4,4,0,8
ARI,2009,ARI,2009020621,DET,HOME,all,4,4,0,8
S.J,2009,S.J,2009020622,EDM,HOME,all,8,7,1,15
EDM,2009,EDM,2009020622,S.J,AWAY,all,7,8,1,15
MTL,2009,MTL,2009020623,BUF,HOME,all,1,2,1,3
BUF,2009,BUF,2009020623,MTL,AWAY,all,2,1,1,3
OTT,2009,OTT,2009020624,PHI,HOME,all,3,4,1,7
PHI,2009,PHI,2009020624,OTT,AWAY,all,4,3,1,7
PIT,2009,PIT,2009020625,FLA,AWAY,all,1,3,2,4
FLA,2009,FLA,2009020625,PIT,HOME,all,3,1,2,4
CHI,2009,CHI,2009020626,ANA,HOME,all,4,5,1,9
ANA,2009,ANA,2009020626,CHI,AWAY,all,5,4,1,9
NYR,2009,NYR,2009020627,BOS,HOME,all,2,5,3,7
BOS,2009,BOS,2009020627,NYR,AWAY,all,5,2,3,7
S.J,2009,S.J,2009020628,L.A,HOME,all,5,5,0,10
L.A,2009,L.A,2009020628,S.J,AWAY,all,5,5,0,10
FLA,2009,FLA,2009020629,TOR,AWAY,all,3,3,0,6
TOR,2009,TOR,2009020629,FLA,HOME,all,3,3,0,6
N.J,2009,N.J,2009020630,DAL,HOME,all,4,5,1,9
DAL,2009,DAL,2009020630,N.J,AWAY,all,5,4,1,9
WSH,2009,WSH,2009020631,MTL,HOME,all,4,5,1,9
MTL,2009,MTL,2009020631,WSH,AWAY,all,5,4,1,9
OTT,2009,OTT,2009020632,BOS,HOME,all,11,10,1,21
BOS,2009,BOS,2009020632,OTT,AWAY,all,10,11,1,21
PIT,2009,PIT,2009020633,ATL,HOME,all,2,4,2,6
ATL,2009,ATL,2009020633,PIT,AWAY,all,4,2,2,6
CGY,2009,CGY,2009020634,NSH,AWAY,all,3,2,1,5
NSH,2009,NSH,2009020634,CGY,HOME,all,2,3,1,5
MIN,2009,MIN,2009020635,CHI,AWAY,all,4,3,1,7
CHI,2009,CHI,2009020635,MIN,HOME,all,3,4,1,7
EDM,2009,EDM,2009020636,ARI,HOME,all,5,3,2,8
ARI,2009,ARI,2009020636,EDM,AWAY,all,3,5,2,8
CBJ,2009,CBJ,2009020637,VAN,AWAY,all,3,5,2,8
VAN,2009,VAN,2009020637,CBJ,HOME,all,5,3,2,8
DET,2009,DET,2009020638,ANA,AWAY,all,10,10,0,20
ANA,2009,ANA,2009020638,DET,HOME,all,10,10,0,20
BUF,2009,BUF,2009020639,T.B,HOME,all,4,4,0,8
T.B,2009,T.B,2009020639,BUF,AWAY,all,4,4,0,8
NYR,2009,NYR,2009020640,DAL,HOME,all,6,6,0,12
DAL,2009,DAL,2009020640,NYR,AWAY,all,6,6,0,12
TOR,2009,TOR,2009020641,PHI,AWAY,all,10,8,2,18
PHI,2009,PHI,2009020641,TOR,HOME,all,8,10,2,18
MIN,2009,MIN,2009020642,CGY,HOME,all,2,5,3,7
CGY,2009,CGY,2009020642,MIN,AWAY,all,5,2,3,7
NYI,2009,NYI,2009020643,COL,AWAY,all,3,2,1,5
COL,2009,COL,2009020643,NYI,HOME,all,2,3,1,5
S.J,2009,S.J,2009020644,STL,HOME,all,7,6,1,13
STL,2009,STL,2009020644,S.J,AWAY,all,6,7,1,13
BOS,2009,BOS,2009020645,CHI,HOME,all,4,6,2,10
CHI,2009,CHI,2009020645,BOS,AWAY,all,6,4,2,10
WSH,2009,WSH,2009020646,OTT,HOME,all,4,3,1,7
OTT,2009,OTT,2009020646,WSH,AWAY,all,3,4,1,7
NYR,2009,NYR,2009020647,ATL,AWAY,all,6,7,1,13
ATL,2009,ATL,2009020647,NYR,HOME,all,7,6,1,13
FLA,2009,FLA,2009020648,MTL,AWAY,all,2,1,1,3
MTL,2009,MTL,2009020648,FLA,HOME,all,1,2,1,3
PHI,2009,PHI,2009020649,PIT,AWAY,all,4,3,1,7
PIT,2009,PIT,2009020649,PHI,HOME,all,3,4,1,7
NSH,2009,NSH,2009020650,CAR,HOME,all,4,9,5,13
CAR,2009,CAR,2009020650,NSH,AWAY,all,9,4,5,13
CBJ,2009,CBJ,2009020651,EDM,AWAY,all,4,3,1,7
EDM,2009,EDM,2009020651,CBJ,HOME,all,3,4,1,7
ARI,2009,ARI,2009020652,VAN,AWAY,all,3,6,3,9
VAN,2009,VAN,2009020652,ARI,HOME,all,6,3,3,9
ANA,2009,ANA,2009020653,STL,HOME,all,4,6,2,10
STL,2009,STL,2009020653,ANA,AWAY,all,6,4,2,10
DET,2009,DET,2009020654,L.A,AWAY,all,5,3,2,8
L.A,2009,L.A,2009020654,DET,HOME,all,3,5,2,8
T.B,2009,T.B,2009020655,N.J,AWAY,all,5,6,1,11
N.J,2009,N.J,2009020655,T.B,HOME,all,6,5,1,11
CAR,2009,CAR,2009020656,COL,HOME,all,11,9,2,20
COL,2009,COL,2009020656,CAR,AWAY,all,9,11,2,20
BUF,2009,BUF,2009020657,TOR,HOME,all,4,3,1,7
TOR,2009,TOR,2009020657,BUF,AWAY,all,3,4,1,7
NYI,2009,NYI,2009020658,DAL,AWAY,all,1,2,1,3
DAL,2009,DAL,2009020658,NYI,HOME,all,2,1,1,3
CGY,2009,CGY,2009020659,CBJ,HOME,all,2,3,1,5
CBJ,2009,CBJ,2009020659,CGY,AWAY,all,3,2,1,5
BOS,2009,BOS,2009020660,NYR,HOME,all,4,3,1,7
NYR,2009,NYR,2009020660,BOS,AWAY,all,3,4,1,7
COL,2009,COL,2009020661,BUF,AWAY,all,5,6,1,11
BUF,2009,BUF,2009020661,COL,HOME,all,6,5,1,11
TOR,2009,TOR,2009020662,PIT,HOME,all,3,4,1,7
PIT,2009,PIT,2009020662,TOR,AWAY,all,4,3,1,7
N.J,2009,N.J,2009020663,MTL,AWAY,all,6,6,0,12
MTL,2009,MTL,2009020663,N.J,HOME,all,6,6,0,12
FLA,2009,FLA,2009020664,OTT,AWAY,all,5,8,3,13
OTT,2009,OTT,2009020664,FLA,HOME,all,8,5,3,13
PHI,2009,PHI,2009020665,T.B,HOME,all,6,6,0,12
T.B,2009,T.B,2009020665,PHI,AWAY,all,6,6,0,12
WSH,2009,WSH,2009020666,ATL,AWAY,all,3,3,0,6
ATL,2009,ATL,2009020666,WSH,HOME,all,3,3,0,6
NSH,2009,NSH,2009020667,ANA,HOME,all,1,1,0,2
ANA,2009,ANA,2009020667,NSH,AWAY,all,1,1,0,2
MIN,2009,MIN,2009020668,CHI,HOME,all,2,2,0,4
CHI,2009,CHI,2009020668,MIN,AWAY,all,2,2,0,4
ARI,2009,ARI,2009020669,NYI,HOME,all,6,5,1,11
NYI,2009,NYI,2009020669,ARI,AWAY,all,5,6,1,11
CGY,2009,CGY,2009020670,VAN,AWAY,all,5,6,1,11
VAN,2009,VAN,2009020670,CGY,HOME,all,6,5,1,11
STL,2009,STL,2009020671,L.A,AWAY,all,7,6,1,13
L.A,2009,L.A,2009020671,STL,HOME,all,6,7,1,13
S.J,2009,S.J,2009020672,DET,HOME,all,2,3,1,5
DET,2009,DET,2009020672,S.J,AWAY,all,3,2,1,5
OTT,2009,OTT,2009020673,CAR,AWAY,all,3,2,1,5
CAR,2009,CAR,2009020673,OTT,HOME,all,2,3,1,5
CBJ,2009,CBJ,2009020674,DAL,HOME,all,4,5,1,9
DAL,2009,DAL,2009020674,CBJ,AWAY,all,5,4,1,9
ANA,2009,ANA,2009020675,CHI,AWAY,all,4,3,1,7
CHI,2009,CHI,2009020675,ANA,HOME,all,3,4,1,7
MIN,2009,MIN,2009020676,PIT,HOME,all,6,4,2,10
PIT,2009,PIT,2009020676,MIN,AWAY,all,4,6,2,10
COL,2009,COL,2009020677,CGY,AWAY,all,7,7,0,14
CGY,2009,CGY,2009020677,COL,HOME,all,7,7,0,14
VAN,2009,VAN,2009020678,NSH,HOME,all,8,4,4,12
NSH,2009,NSH,2009020678,VAN,AWAY,all,4,8,4,12
L.A,2009,L.A,2009020679,S.J,HOME,all,3,5,2,8
S.J,2009,S.J,2009020679,L.A,AWAY,all,5,3,2,8
CAR,2009,CAR,2009020680,TOR,AWAY,all,3,2,1,5
TOR,2009,TOR,2009020680,CAR,HOME,all,2,3,1,5
DET,2009,DET,2009020681,NYI,AWAY,all,3,2,1,5
NYI,2009,NYI,2009020681,DET,HOME,all,2,3,1,5
N.J,2009,N.J,2009020682,NYR,AWAY,all,2,2,0,4
NYR,2009,NYR,2009020682,N.J,HOME,all,2,2,0,4
PHI,2009,PHI,2009020683,DAL,HOME,all,6,5,1,11
DAL,2009,DAL,2009020683,PHI,AWAY,all,5,6,1,11
OTT,2009,OTT,2009020684,ATL,AWAY,all,8,6,2,14
ATL,2009,ATL,2009020684,OTT,HOME,all,6,8,2,14
T.B,2009,T.B,2009020685,WSH,HOME,all,8,12,4,20
WSH,2009,WSH,2009020685,T.B,AWAY,all,12,8,4,20
CBJ,2009,CBJ,2009020686,STL,AWAY,all,9,11,2,20
STL,2009,STL,2009020686,CBJ,HOME,all,11,9,2,20
EDM,2009,EDM,2009020687,NSH,HOME,all,1,2,1,3
NSH,2009,NSH,2009020687,EDM,AWAY,all,2,1,1,3
S.J,2009,S.J,2009020688,ARI,AWAY,all,7,5,2,12
ARI,2009,ARI,2009020688,S.J,HOME,all,5,7,2,12
VAN,2009,VAN,2009020689,MIN,AWAY,all,9,9,0,18
MIN,2009,MIN,2009020689,VAN,HOME,all,9,9,0,18
FLA,2009,FLA,2009020690,WSH,HOME,all,2,4,2,6
WSH,2009,WSH,2009020690,FLA,AWAY,all,4,2,2,6
PIT,2009,PIT,2009020691,CGY,AWAY,all,6,6,0,12
CGY,2009,CGY,2009020691,PIT,HOME,all,6,6,0,12
BOS,2009,BOS,2009020692,ANA,AWAY,all,9,7,2,16
ANA,2009,ANA,2009020692,BOS,HOME,all,7,9,2,16
TOR,2009,TOR,2009020693,PHI,HOME,all,5,5,0,10
PHI,2009,PHI,2009020693,TOR,AWAY,all,5,5,0,10
OTT,2009,OTT,2009020694,NYR,AWAY,all,5,4,1,9
NYR,2009,NYR,2009020694,OTT,HOME,all,4,5,1,9
ATL,2009,ATL,2009020695,BUF,HOME,all,8,8,0,16
BUF,2009,BUF,2009020695,ATL,AWAY,all,8,8,0,16
MTL,2009,MTL,2009020696,DAL,HOME,all,4,3,1,7
DAL,2009,DAL,2009020696,MTL,AWAY,all,3,4,1,7
T.B,2009,T.B,2009020697,FLA,HOME,all,4,3,1,7
FLA,2009,FLA,2009020697,T.B,AWAY,all,3,4,1,7
CAR,2009,CAR,2009020698,DET,AWAY,all,6,2,4,8
DET,2009,DET,2009020698,CAR,HOME,all,2,6,4,8
MIN,2009,MIN,2009020699,STL,AWAY,all,3,5,2,8
STL,2009,STL,2009020699,MIN,HOME,all,5,3,2,8
CHI,2009,CHI,2009020700,CBJ,HOME,all,2,2,0,4
CBJ,2009,CBJ,2009020700,CHI,AWAY,all,2,2,0,4
ARI,2009,ARI,2009020701,N.J,HOME,all,3,4,1,7
N.J,2009,N.J,2009020701,ARI,AWAY,all,4,3,1,7
PIT,2009,PIT,2009020702,EDM,AWAY,all,5,3,2,8
EDM,2009,EDM,2009020702,PIT,HOME,all,3,5,2,8
L.A,2009,L.A,2009020703,ANA,HOME,all,11,13,2,24
ANA,2009,ANA,2009020703,L.A,AWAY,all,13,11,2,24
S.J,2009,S.J,2009020704,BOS,HOME,all,2,2,0,4
BOS,2009,BOS,2009020704,S.J,AWAY,all,2,2,0,4
WSH,2009,WSH,2009020705,TOR,HOME,all,11,8,3,19
TOR,2009,TOR,2009020705,WSH,AWAY,all,8,11,3,19
NSH,2009,NSH,2009020706,CGY,AWAY,all,4,4,0,8
CGY,2009,CGY,2009020706,NSH,HOME,all,4,4,0,8
CHI,2009,CHI,2009020707,CBJ,AWAY,all,4,2,2,6
CBJ,2009,CBJ,2009020707,CHI,HOME,all,2,4,2,6
DET,2009,DET,2009020708,DAL,AWAY,all,2,1,1,3
DAL,2009,DAL,2009020708,DET,HOME,all,1,2,1,3
COL,2009,COL,2009020709,N.J,HOME,all,7,6,1,13
N.J,2009,N.J,2009020709,COL,AWAY,all,6,7,1,13
L.A,2009,L.A,2009020710,BOS,HOME,all,3,7,4,10
BOS,2009,BOS,2009020710,L.A,AWAY,all,7,3,4,10
EDM,2009,EDM,2009020711,S.J,AWAY,all,3,1,2,4
S.J,2009,S.J,2009020711,EDM,HOME,all,1,3,2,4
OTT,2009,OTT,2009020712,MTL,AWAY,all,6,2,4,8
MTL,2009,MTL,2009020712,OTT,HOME,all,2,6,4,8
BUF,2009,BUF,2009020713,NYI,AWAY,all,5,2,3,7
NYI,2009,NYI,2009020713,BUF,HOME,all,2,5,3,7
FLA,2009,FLA,2009020714,T.B,HOME,all,4,3,1,7
T.B,2009,T.B,2009020714,FLA,AWAY,all,3,4,1,7
CAR,2009,CAR,2009020715,ATL,HOME,all,3,5,2,8
ATL,2009,ATL,2009020715,CAR,AWAY,all,5,3,2,8
STL,2009,STL,2009020716,NYR,HOME,all,2,4,2,6
NYR,2009,NYR,2009020716,STL,AWAY,all,4,2,2,6
MIN,2009,MIN,2009020717,ARI,AWAY,all,6,4,2,10
ARI,2009,ARI,2009020717,MIN,HOME,all,4,6,2,10
PIT,2009,PIT,2009020718,VAN,AWAY,all,9,5,4,14
VAN,2009,VAN,2009020718,PIT,HOME,all,5,9,4,14
PHI,2009,PHI,2009020719,WSH,AWAY,all,2,6,4,8
WSH,2009,WSH,2009020719,PHI,HOME,all,6,2,4,8
CHI,2009,CHI,2009020720,DET,AWAY,all,4,5,1,9
DET,2009,DET,2009020720,CHI,HOME,all,5,4,1,9
MTL,2009,MTL,2009020721,NYR,AWAY,all,11,11,0,22
NYR,2009,NYR,2009020721,MTL,HOME,all,11,11,0,22
CGY,2009,CGY,2009020722,ANA,AWAY,all,6,6,0,12
ANA,2009,ANA,2009020722,CGY,HOME,all,6,6,0,12
